,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
306,329744,328366,328718,317414,276253,286682,269192,303725,309228,420783,275186,255345,278973,304015,210391,299051,313714,300745,270350,297895,314913,310232,265741,101898,149800,272157,289136,306820,316348,308030,359766
307,33159,51932,47003,86814,103672,102166,98106,160363,174616,420783,181734,149916,165748,158412,210391,190005,197863,187170,219067,218874,247011,234053,207670,63384,178644,210396,218254,276115,288456,283347,257449
308,292,238,1576,2475,0,0,1643,4618,1666,420783,515,0,0,590,210391,5683,3255,3456,9,0,7171,5461,7610,1781,170,106,0,8668,4057,10121,5028
309,2485,637,4568,4982,0,0,392,1504,171,420783,0,0,0,1572,210391,3116,8229,12792,0,7857,10385,3569,18656,10845,7703,0,4094,3017,10548,2071,33
310,1499,3284,742,473,0,0,2076,404,1864,420783,633,64,0,1719,210391,2882,7500,2609,1408,0,2589,1961,1428,2465,336,14,0,301,2608,712,6
311,7523,8055,15620,8701,0,0,2673,8533,7598,420783,5124,0,0,989,210391,992,340,1152,0,0,55,369,1024,3807,1796,0,0,264,2211,10717,10968
312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2675,12619,13146,11700,13816,12708,0,7757,6477,5872,8510
313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,0,62,3287,2109,526,1484,2586,0,0,595,3555,268,123
314,5196,5292,4159,2572,0,0,2226,5611,2905,0,4776,0,0,10271,210391,25236,13408,4185,0,0,9091,1813,4439,7372,6373,0,0,2794,21,615,5426
315,27057,26694,28063,25315,25408,24805,26925,29097,25544,420783,23421,33682,16641,23818,210391,7172,9037,3950,3833,302,1736,3506,9171,11604,3040,754,0,2752,4881,331,811
316,10523,20467,26405,6904,1269,253,3623,475,1694,420783,900,31,0,17034,210391,17350,9710,1639,2,0,394,76,64,1561,7408,11310,2,1906,45,216,4685
317,0,0,12,0,9,0,0,7,0,0,0,0,0,0,0,16,43,0,0,0,0,0,4,0,0,0,0,0,141,218,299
318,2670,5381,1861,4449,542,819,418,30,37,420783,29,0,156,0,210391,0,16,16,0,0,151,1,0,12,1013,0,0,166,1518,271,696
319,393,0,43,0,1225,200,539,1624,1066,420783,3873,2951,6039,2057,210391,47,50,1728,1926,2879,887,1912,1269,3511,4263,1666,5303,3394,1882,2743,4156
320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,1312,541,947,1240,2194,1603,2098,2118,1810,420783,1261,1598,970,1923,210391,970,1293,1483,765,1158,1691,1765,1674,1640,12220,8555,6111,5042,7422,6872,5469
322,9538,7001,6454,1942,0,0,0,0,0,0,813,0,0,2333,210391,9057,3302,4609,366,41,1403,4126,7908,6965,2214,0,0,15348,11196,10342,6705
323,1029,5905,3549,1836,0,0,4178,9493,3201,420783,2047,1558,0,1486,210391,5793,6281,3121,6196,6399,12565,5802,4436,13496,17591,14432,6631,10259,11701,12628,19212
324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,1429,8574,96298,67567,16358,4373,4422,5811,14363,420783,7213,0,332,6871,210391,11590,10755,11379,0,7172,15671,14106,15339,13293,12339,0,8990,22962,14047,19702,19370
327,5784,5165,986,19,0,0,2888,883,3005,420783,4799,0,6,414,210391,6360,2515,3698,57,11009,7202,1777,1786,903,2092,6,345,1479,7,6034,2065
328,578,2466,10292,17440,7208,7284,7701,8367,7673,420783,11961,4339,0,3152,210391,4761,10280,5820,1214,282,1601,14082,21803,25562,18026,17977,4552,8150,11687,7182,5974
329,18614,24681,18412,19760,30062,35379,32396,53325,54571,420783,53802,64212,45183,55902,210391,53598,47840,58878,62684,59164,55405,67595,49695,14522,31881,56385,37338,45159,55409,56103,50350
330,450,1524,2754,2052,0,150,2539,0,879,420783,450,0,0,713,210391,2816,3060,9799,6680,2287,6257,8317,3943,2536,0,680,1305,2124,1285,1306,1531
331,7850,8641,19846,25999,26754,21600,3791,10813,16181,420783,17733,0,0,11524,210391,13471,3733,3963,5188,596,9825,16559,23806,15662,19625,1394,10,5692,17865,17330,24313
332,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,0,0,0,0,291,373,110,257,1254,420783,797,317,74,229,0,0,39,0,0,73,0,0,0,0,0,0,0,0,0,0,0
334,346668,424494,395447,421313,408919,394758,488114,539294,599614,420783,640850,632224,574403,645217,210391,707540,691683,691951,697528,696193,688884,687609,724244,691133,675064,686546,658375,611543,557175,570815,460182
335,11702,11344,3850,6184,0,10,0,14,9,0,120,0,0,0,210391,5,11,29010,95967,87037,96270,111779,107534,85152,65682,109413,328684,497912,795268,2428498,4389740
336,197,864,757,5854,2918,12880,204883,163154,122545,420783,8475,8575,9214,6233,210391,3692,3408,5244,3005,7441,4316,2221,3014,6061,3086,1708,228,2081,1590,436,1410
337,13665,12650,12059,12148,2523,2112,4880,3864,5483,420783,2794,5316,391,2932,210391,480,444,1042,3319,2055,11,3,5,2,7,2,1,2,10,1,1
338,1565,4614,89,1215,125,0,2171,2713,1332,420783,710,0,0,435,210391,631,1,556,0,0,160,1344,738,4439,1881,899,1132,2591,1911,5557,5334
339,7879,4878,6191,7786,1,2598,21125,9231,13796,420783,17380,307,1347,16217,210391,7752,12691,10821,9811,5874,10672,10148,20337,17703,11914,0,0,15504,9502,20137,15323
340,1385,0,0,0,0,0,0,657,117,420783,6371,0,0,0,210391,0,0,7621,11917,14400,8653,7200,7200,1761,0,0,0,0,0,1,118
341,0,0,0,0,0,0,17,0,84,420783,0,9,0,316,210391,50,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,1408,1164,2106,4936,1089,546,3833,6604,11766,420783,2431691,3549473,3809179,4082552,210391,4689086,5951489,7164955,8345610,8976529,9233374,9853666,10259578,10550511,10438470,10629884,10950522,10213925,11027538,11501079,11428400
343,27,14,85,6,0,0,15,0,0,0,14,244,102,99,210391,2188,1423,3401,1004,2697,11212,2529,2460,92,2439,913,1639,6329,3645,5623,2415
344,993,1463,1620,574,0,0,11,1767,156,0,20,0,0,532,210391,93,59,0,0,0,2396,1487,378,201,1,0,0,1784,1700,4091,7919
345,10892,6934,7258,0,0,239,1350,2948,4164,420783,1686,0,15,198,210391,9610,10053,9433,8769,12363,7675,593,0,59,190,0,0,162,6119,48,613
346,2012,1273,1322,1767,0,0,2492,622,464,420783,609,0,0,26,210391,2237,235,330,0,0,303,400,1033,3813,2619,0,0,783,1612,2023,1453
347,58,1,549,2286,582,0,1,35,914,420783,14256,11445,922,7429,210391,4517,2735,940,4995,2826,8170,9593,8175,4491,5541,7107,5398,9117,11493,17631,15685
348,0,868,1176,0,0,0,0,0,0,0,804,1,0,2818,210391,3083,1962,933,3,0,3312,5609,10562,15317,14987,0,0,14481,15917,23518,20145
349,2377,1752,2571,1050,0,0,5,549,0,0,0,0,0,1,0,251,1245,0,0,5,81,0,17,0,0,0,27,0,4946,3717,5896
350,126,951,41,250,0,0,1,184,186,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,1,19,0,4253
351,561,623,69,820,0,0,59,261,488,420783,208,0,35,456,210391,718,244,47,0,0,54,0,874,226,1170,0,0,116,1421,2768,4150
352,16,10,0,0,0,0,98,10,0,420783,1,0,0,23,210391,4,136,88,12843,2467,0,0,41,1383,2484,8151,968,269,2637,0,516
353,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,0,0,22,0,0,0
354,302,113,29,0,0,0,16,20,49,0,103,0,0,25,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
355,3629,8280,21183,9615,9419,1266,28627,18657,24702,420783,15314,2713,15,46857,210391,351921,496113,818541,899938,1238175,1394869,1530942,1650226,1597929,1648810,1749324,1730889,1856346,1768098,1823774,1654660
356,123,0,0,0,0,0,0,159,0,0,0,0,0,4,0,0,0,0,0,0,576,470,772,271,33,0,0,825,0,0,2576
357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,2,194,0,1191,319,156,1005,888,3200,420783,3422,2273,8315,7118,210391,5801,1130,0,22,294,1029,415,1,1831,2263,57,368,2133,2576,5836,3619
359,552,8233,11693,14473,19847,27112,27823,20171,24308,420783,25686,27816,31533,33615,210391,27890,33743,45430,60144,67031,52408,66779,52893,24580,41897,66418,70567,39255,44071,41602,33599
360,1804,546,913,3821,1004,0,1105,1041,2994,420783,163,0,0,0,210391,119,301,29,0,1,0,0,0,0,0,0,0,45,515,53,54
